x_position,y_position,x_width,y_width,strength
0.49093725736624894,0.5356664630205533,0.3430622516638819,0.43214133439608765,0.0
0.5020430194435034,0.5138617910111838,0.33435910816878234,0.4371624080469337,0.0
0.49986074345666237,0.49014364760685836,0.32290407575759217,0.435784071751066,0.0
0.49624535898699695,0.4758855594855972,0.33580674662123183,0.4367806471760807,0.0
0.5019816573737774,0.45954432532025485,0.3383165899475734,0.43408978674989385,0.0
0.48874415003243493,0.4465128073335318,0.34037553705466783,0.4344602729371952,0.0
0.37354248777798815,0.40590538242278973,0.4605023778689636,0.4264318426042555,0.0
0.43576902805738976,0.41661146318661296,0.42707249161699123,0.43343996004329216,0.0
0.40552404909664574,0.4292825101678716,0.31899679323787644,0.4259851491396659,0.0
0.4465564014775431,0.4494972509134591,0.3172347121097123,0.4357879391068391,0.0
0.43393992082196176,0.4495963279487094,0.3159933029224296,0.4359420329933641,0.0
0.4982489573085519,0.4670755320832437,0.3210337594344396,0.440057592836017,0.0
0.5006288008554658,0.46389976679199435,0.2991252922395461,0.4408541474258594,0.0
0.49299088684068976,0.4707178663836532,0.2775912640091269,0.43845615790875503,0.0
0.4976943712636346,0.48250615900306887,0.3042964241672224,0.43939633102942527,0.0
0.5013786850060735,0.5065805454376691,0.32445402416347974,0.4372284694628884,0.0
0.4993325550128834,0.5249124054642361,0.3238418658659146,0.4378374713128047,0.0
0.497677599008292,0.5278380398961852,0.3249929737472032,0.4372736197143644,0.0
0.4872085324978221,0.537646976090569,0.3518828145538936,0.43713629036898527,0.0
0.4794124281858409,0.5405577844678707,0.34759697881578483,0.43314466421034375,0.0
0.47480975469963027,0.5424713980449197,0.3588330559956688,0.43417596504268485,0.0
0.4734469855355724,0.5451325627223841,0.36157142044707924,0.4384179074086394,0.0
0.4877787477865937,0.5459757038487982,0.3548067876965907,0.43653561811690444,0.0
0.4958430041065365,0.554021080576994,0.3475792336223705,0.43100493808113666,0.0
0.4964797785848095,0.5508169161251125,0.3313597096245943,0.4323651850007601,0.0
0.4977812656664089,0.5467614352357772,0.34771379681137765,0.43803958268006504,0.0
0.4988037231271429,0.5351193629669881,0.3358614984605325,0.4406234298875404,0.0
0.5022555577406991,0.5056651866590336,0.3468860735817964,0.44659269961907744,0.0
0.5056500581958995,0.4881594279099666,0.34452167615161894,0.4460828671678856,0.0
0.4955020833717027,0.46858126947293344,0.3554184711911543,0.44226516817141465,0.0
0.502215131876802,0.4546963506447742,0.35016787340693617,0.43541993296822473,0.0
0.49583073795982935,0.44509826006140074,0.31236330177663185,0.4355688211613464,0.0
0.4896714371108102,0.45182934182464596,0.33843654290484093,0.43974174959896367,0.0
0.492059414582887,0.4700743147618475,0.33878253443382067,0.438234158960597,0.0
0.4933425698579681,0.48154978395873654,0.3147749900252664,0.43895265997657557,0.0
0.49354378576301794,0.4956508910344967,0.3544010974268548,0.4404292749162906,0.0
0.4994774903891854,0.4997655482893245,0.3134085320761806,0.4366263005735387,0.0
0.4939035526716235,0.47695464480952326,0.35390338583137393,0.4363109382948149,0.0
